Date,Used
02-19-2016 11:00,28
02-19-2016 11:05,28
02-19-2016 11:10,28
02-19-2016 11:15,28
02-19-2016 11:20,26
02-19-2016 11:25,26
02-19-2016 11:30,26
02-19-2016 11:35,26
02-19-2016 11:40,26
02-19-2016 11:45,27
02-19-2016 11:50,27
02-19-2016 11:55,27
02-19-2016 12:00,30
02-19-2016 12:05,30
02-19-2016 12:10,29
02-19-2016 12:15,29
02-19-2016 12:20,29
02-19-2016 12:25,29
02-19-2016 12:30,30
02-19-2016 12:35,30
02-19-2016 12:40,30
02-19-2016 12:45,29
02-19-2016 12:50,29
02-19-2016 12:55,29
02-19-2016 13:00,29
02-19-2016 13:05,27
02-19-2016 13:10,27
02-19-2016 13:15,27
02-19-2016 13:20,26
02-19-2016 13:25,26
02-19-2016 13:30,26
02-19-2016 13:35,26
02-19-2016 13:40,26
02-19-2016 13:45,26
02-19-2016 13:50,26
02-19-2016 13:55,26
02-19-2016 14:00,26
02-19-2016 14:05,22
02-19-2016 14:10,22
02-19-2016 14:15,22
02-19-2016 14:20,22
02-19-2016 14:25,22
02-19-2016 14:30,19
02-19-2016 14:35,19
02-19-2016 14:40,20
02-19-2016 14:45,20
02-19-2016 14:50,20
02-19-2016 14:55,20
02-19-2016 15:00,21

