Date,Used
03-04-2016 14:00,30
03-04-2016 14:05,30
03-04-2016 14:10,29
03-04-2016 14:15,27
03-04-2016 14:20,28
03-04-2016 14:25,28
03-04-2016 14:30,28
03-04-2016 14:35,28
03-04-2016 14:40,28
03-04-2016 14:45,25
03-04-2016 14:50,24
03-04-2016 14:55,24
03-04-2016 15:00,25
03-04-2016 15:05,24
03-04-2016 15:10,24
03-04-2016 15:15,26
03-04-2016 15:20,26
03-04-2016 15:25,26
03-04-2016 15:30,26
03-04-2016 15:35,26
03-04-2016 15:40,26
03-04-2016 15:45,26
03-04-2016 15:50,26
03-04-2016 15:55,26
03-04-2016 16:00,26
03-04-2016 16:05,25
03-04-2016 16:10,25
03-04-2016 16:15,25
03-04-2016 16:20,24
03-04-2016 16:25,24
03-04-2016 16:30,23
03-04-2016 16:35,23
03-04-2016 16:40,23
03-04-2016 16:45,23
03-04-2016 16:50,23
03-04-2016 16:55,25
03-04-2016 17:00,25
03-04-2016 17:05,19
03-04-2016 17:10,18
03-04-2016 17:15,18
03-04-2016 17:20,18
03-04-2016 17:25,17
03-04-2016 17:30,17
03-04-2016 17:35,17
03-04-2016 17:40,17
03-04-2016 17:45,17
03-04-2016 17:50,16
03-04-2016 17:55,16
03-04-2016 18:00,16
03-04-2016 18:05,16
03-04-2016 18:10,15
03-04-2016 18:15,15
03-04-2016 18:20,13
03-04-2016 18:25,13
03-04-2016 18:30,14
03-04-2016 18:35,14
03-04-2016 18:40,14
03-04-2016 18:45,14
03-04-2016 18:50,14
03-04-2016 18:55,14
03-04-2016 19:00,15
03-04-2016 19:05,15
03-04-2016 19:10,15
03-04-2016 19:15,15
03-04-2016 19:20,15
03-04-2016 19:25,15
03-04-2016 19:30,15
03-04-2016 19:35,15
03-04-2016 19:40,15
03-04-2016 19:45,15
03-04-2016 19:50,15
03-04-2016 19:55,15
03-04-2016 20:00,16
03-04-2016 20:05,16
03-04-2016 20:10,16
03-04-2016 20:15,16
03-04-2016 20:20,16
03-04-2016 20:25,16
03-04-2016 20:30,16
03-04-2016 20:35,16
03-04-2016 20:40,16
03-04-2016 20:45,16
03-04-2016 20:50,16
03-04-2016 20:55,16
03-04-2016 21:00,16
03-04-2016 21:05,14
03-04-2016 21:10,14
03-04-2016 21:15,14
03-04-2016 21:20,15
03-04-2016 21:25,14
03-04-2016 21:30,14
03-04-2016 21:35,14
03-04-2016 21:40,14
03-04-2016 21:45,14
03-04-2016 21:50,14
03-04-2016 21:55,14
03-04-2016 22:00,16
03-04-2016 22:05,16
03-04-2016 22:10,17
03-04-2016 22:15,17
03-04-2016 22:20,17
03-04-2016 22:25,17
03-04-2016 22:30,15
03-04-2016 22:35,15
03-04-2016 22:40,15
03-04-2016 22:45,15
03-04-2016 22:50,15
03-04-2016 22:55,15
03-04-2016 23:00,15
03-04-2016 23:05,15
03-04-2016 23:10,15
03-04-2016 23:15,15
03-04-2016 23:20,15
03-04-2016 23:25,15
03-04-2016 23:30,15
03-04-2016 23:35,14
03-04-2016 23:40,14
03-04-2016 23:45,14
03-04-2016 23:50,14
03-04-2016 23:55,14
03-05-2016 00:00,14
03-05-2016 00:05,12
03-05-2016 00:10,12
03-05-2016 00:15,11
03-05-2016 00:20,11
03-05-2016 00:25,11
03-05-2016 00:30,11
03-05-2016 00:35,11
03-05-2016 00:40,11
03-05-2016 00:45,11
03-05-2016 00:50,11
03-05-2016 00:55,11
03-05-2016 01:00,11
03-05-2016 01:05,11
03-05-2016 01:10,11
03-05-2016 01:15,11
03-05-2016 01:20,11
03-05-2016 01:25,11
03-05-2016 01:30,11
03-05-2016 01:35,11
03-05-2016 01:40,11
03-05-2016 01:45,11
03-05-2016 01:50,11
03-05-2016 01:55,11
03-05-2016 02:00,11
03-05-2016 02:05,11
03-05-2016 02:10,11
03-05-2016 02:15,11
03-05-2016 02:20,11
03-05-2016 02:25,11
03-05-2016 02:30,11
03-05-2016 02:35,11
03-05-2016 02:40,11
03-05-2016 02:45,11
03-05-2016 02:50,11
03-05-2016 02:55,11
03-05-2016 03:00,11
03-05-2016 03:05,11
03-05-2016 03:10,11
03-05-2016 03:15,11
03-05-2016 03:20,11
03-05-2016 03:25,11
03-05-2016 03:30,11
03-05-2016 03:35,11
03-05-2016 03:40,11
03-05-2016 03:45,11
03-05-2016 03:50,11
03-05-2016 03:55,11
03-05-2016 04:00,11
03-05-2016 04:05,11
03-05-2016 04:10,11
03-05-2016 04:15,11
03-05-2016 04:20,11
03-05-2016 04:25,11
03-05-2016 04:30,11
03-05-2016 04:35,11
03-05-2016 04:40,11
03-05-2016 04:45,11
03-05-2016 04:50,11
03-05-2016 04:55,11
03-05-2016 05:00,12
03-05-2016 05:05,12
03-05-2016 05:10,12
03-05-2016 05:15,12
03-05-2016 05:20,12
03-05-2016 05:25,12
03-05-2016 05:30,12
03-05-2016 05:35,12
03-05-2016 05:40,12
03-05-2016 05:45,12
03-05-2016 05:50,12
03-05-2016 05:55,12
03-05-2016 06:00,13
03-05-2016 06:05,13
03-05-2016 06:10,13
03-05-2016 06:15,13
03-05-2016 06:20,13
03-05-2016 06:25,14
03-05-2016 06:30,13
03-05-2016 06:35,13
03-05-2016 06:40,13
03-05-2016 06:45,13
03-05-2016 06:50,13
03-05-2016 06:55,13
03-05-2016 07:00,13
03-05-2016 07:05,13
03-05-2016 07:10,13
03-05-2016 07:15,13
03-05-2016 07:20,13
03-05-2016 07:25,13
03-05-2016 07:30,13
03-05-2016 07:35,13
03-05-2016 07:40,13
03-05-2016 07:45,14
03-05-2016 07:50,14
03-05-2016 07:55,14
03-05-2016 08:00,14
